as_of,kind,change_type,title,field,before,after,source,detail
2026-08-27,product,added,ShotFightDisaster,presence,,added,wikidata,New product entered the live dataset
2026-08-27,product,added,NYIP,presence,,added,wikidata,New product entered the live dataset
2026-08-27,product,added,Proximity Effect,presence,,added,wikidata,New product entered the live dataset
2026-08-27,product,added,Akatori,presence,,added,wikidata,New product entered the live dataset
2026-08-27,product,added,Goblin Cleanup,presence,,added,wikidata,New product entered the live dataset
2026-08-27,product,confirmation_changed,Primitive Environment Survival,confirmation,0,announced,wikidata,Confirmation 0 → announced
2026-08-27,product,added,Wandering Sword,presence,,added,wikidata,New product entered the live dataset
2026-08-27,product,removed,Do Not Play,presence,present,removed,wikidata,Product left the live dataset
2026-08-27,product,removed,Ember & Blade,presence,present,removed,wikidata,Product left the live dataset
2026-08-27,product,removed,GrimKeep,presence,present,removed,wikidata,Product left the live dataset
2026-08-27,product,removed,Ikuma: The Frozen Compass,presence,present,removed,wikidata,Product left the live dataset
2026-08-27,product,removed,Rain98,presence,present,removed,wikidata,Product left the live dataset
2026-08-27,product,removed,Tomo: Endless Blue,presence,present,removed,wikidata,Product left the live dataset
2026-08-27,product,removed,Fairy Tail: Dungeons,presence,present,removed,wikidata,Product left the live dataset
2026-08-27,product,removed,Causal Loop,presence,present,removed,wikidata,Product left the live dataset
2026-08-27,product,removed,Dear Mirror Flower,presence,present,removed,wikidata,Product left the live dataset
2026-08-27,product,removed,Starseeker: Astroneer Expeditions,presence,present,removed,wikidata,Product left the live dataset
2026-08-27,product,removed,Demeo x Dungeons & Dragons: Battlemarked,presence,present,removed,wikidata,Product left the live dataset
2026-08-27,product,removed,Obakeidoro 2: Chase & Seek,presence,present,removed,wikidata,Product left the live dataset
2026-08-27,product,removed,SpeedRunners 2: King of Speed,presence,present,removed,wikidata,Product left the live dataset
2026-08-27,product,removed,BRIGANDINE ABYSS,presence,present,removed,catalog,Product left the live dataset
2026-08-27,event,added,Golf With Your Friends 2 release window,presence,,added,announced_product_window,New event entered the live dataset
2026-08-27,event,added,Recur release window,presence,,added,announced_product_window,New event entered the live dataset
2026-08-27,event,added,Scriptorium: Master of Manuscripts release window,presence,,added,announced_product_window,New event entered the live dataset
2026-08-27,event,added,Skyclimbers release window,presence,,added,announced_product_window,New event entered the live dataset
2026-08-27,event,added,Nekopara Sekai Connect release window,presence,,added,announced_product_window,New event entered the live dataset
2026-08-27,event,added,WILL: Follow The Light release window,presence,,added,announced_product_window,New event entered the live dataset
2026-08-27,event,added,Perennial Dusk: Kinsenka release window,presence,,added,announced_product_window,New event entered the live dataset
2026-08-27,event,added,Magical Girl Witch Trials release window,presence,,added,announced_product_window,New event entered the live dataset
2026-08-27,event,added,K-pop Idol Stories: Road to Debut release window,presence,,added,announced_product_window,New event entered the live dataset
2026-08-27,event,added,ARTIUS: Pure Imagination release window,presence,,added,announced_product_window,New event entered the live dataset
2026-08-27,event,added,Agni: Village of Calamity release window,presence,,added,announced_product_window,New event entered the live dataset
2026-08-27,event,added,Anima: Song from the Abyss release window,presence,,added,announced_product_window,New event entered the live dataset
2026-08-27,event,added,Arma 4 release window,presence,,added,announced_product_window,New event entered the live dataset
2026-08-27,event,added,Back in Time release window,presence,,added,announced_product_window,New event entered the live dataset
2026-08-27,event,added,Beaten Path release window,presence,,added,announced_product_window,New event entered the live dataset
2026-08-27,event,added,Calame release window,presence,,added,announced_product_window,New event entered the live dataset
2026-08-27,event,added,Crescent County release window,presence,,added,announced_product_window,New event entered the live dataset
2026-08-27,event,added,Cytus II release window,presence,,added,announced_product_window,New event entered the live dataset
2026-08-27,event,added,Everbloom release window,presence,,added,announced_product_window,New event entered the live dataset
2026-08-27,event,added,Final Fantasy XIV: Evercold release window,presence,,added,announced_product_window,New event entered the live dataset
2026-08-27,event,added,Frame Zero release window,presence,,added,announced_product_window,New event entered the live dataset
2026-08-27,event,added,Frostpunk: 1886 release window,presence,,added,announced_product_window,New event entered the live dataset
2026-08-27,event,added,Gobble release window,presence,,added,announced_product_window,New event entered the live dataset
2026-08-27,event,added,Hatsune Miku: Starry Party release window,presence,,added,announced_product_window,New event entered the live dataset
2026-08-27,event,added,HellHeart Breaker release window,presence,,added,announced_product_window,New event entered the live dataset
2026-08-27,event,added,Ill release window,presence,,added,announced_product_window,New event entered the live dataset
2026-08-27,event,added,Impermanence release window,presence,,added,announced_product_window,New event entered the live dataset
2026-08-27,event,added,Itachi: Haunted Abodes – Wandering Through 2000s Tokyo Culture release window,presence,,added,announced_product_window,New event entered the live dataset
2026-08-27,event,added,Kidbash: Super Legend release window,presence,,added,announced_product_window,New event entered the live dataset
2026-08-27,event,added,Kingdom Hearts IV release window,presence,,added,announced_product_window,New event entered the live dataset
2026-08-27,event,added,Knock Off: The Battle for Imagination release window,presence,,added,announced_product_window,New event entered the live dataset
2026-08-27,event,added,Long Gone release window,presence,,added,announced_product_window,New event entered the live dataset
2026-08-27,event,added,Memoria Wake release window,presence,,added,announced_product_window,New event entered the live dataset
2026-08-27,event,added,My Brother Hacker release window,presence,,added,announced_product_window,New event entered the live dataset
2026-08-27,event,added,Oni Zero: Cross release window,presence,,added,announced_product_window,New event entered the live dataset
2026-08-27,event,added,Piggy One Super Spark release window,presence,,added,announced_product_window,New event entered the live dataset
2026-08-27,event,added,Pokémon Waves release window,presence,,added,announced_product_window,New event entered the live dataset
2026-08-27,event,added,Pokémon Winds release window,presence,,added,announced_product_window,New event entered the live dataset
2026-08-27,event,added,Quiet Express: Cabin 909 release window,presence,,added,announced_product_window,New event entered the live dataset
2026-08-27,event,added,SUPER DEBT release window,presence,,added,announced_product_window,New event entered the live dataset
2026-08-27,event,added,TAL: The Arcane Lands release window,presence,,added,announced_product_window,New event entered the live dataset
2026-08-27,event,added,The Detectorist Guild release window,presence,,added,announced_product_window,New event entered the live dataset
2026-08-27,event,added,The Lift release window,presence,,added,announced_product_window,New event entered the live dataset
2026-08-27,event,added,The Pines release window,presence,,added,announced_product_window,New event entered the live dataset
2026-08-27,event,added,The Witcher 3: Wild Hunt – Songs of the Past release window,presence,,added,announced_product_window,New event entered the live dataset
2026-08-27,event,added,Tiny Metal 2 release window,presence,,added,announced_product_window,New event entered the live dataset
2026-08-27,event,added,Vivarium release window,presence,,added,announced_product_window,New event entered the live dataset
2026-08-27,event,added,Warota: I Live Next to The Demon King's Castle LOL release window,presence,,added,announced_product_window,New event entered the live dataset
2026-08-27,event,added,Welcome to Brightville release window,presence,,added,announced_product_window,New event entered the live dataset
2026-08-27,event,added,Yokai Batting Game in Kawagoe release window,presence,,added,announced_product_window,New event entered the live dataset
2026-08-27,event,added,over the hill release window,presence,,added,announced_product_window,New event entered the live dataset
2026-08-27,event,added,Astrostrike release window,presence,,added,announced_product_window,New event entered the live dataset
2026-08-27,event,added,STRANGER THAN HEAVEN release window,presence,,added,announced_product_window,New event entered the live dataset
2026-08-27,event,added,Demi and the Fractured Dream release window,presence,,added,announced_product_window,New event entered the live dataset
2026-08-27,event,added,Tideward release window,presence,,added,announced_product_window,New event entered the live dataset
2026-08-27,event,added,Persona 4 Revival release window,presence,,added,announced_product_window,New event entered the live dataset
2026-08-27,event,added,JOIN US release window,presence,,added,announced_product_window,New event entered the live dataset
2026-08-27,event,added,Just a simulation release window,presence,,added,announced_product_window,New event entered the live dataset
2026-08-27,event,added,KharkivVision 2035 release window,presence,,added,announced_product_window,New event entered the live dataset
2026-08-27,event,added,Primitive Environment Survival release window,presence,,added,announced_product_window,New event entered the live dataset
2026-08-27,event,added,ShotFightDisaster release window,presence,,added,announced_product_window,New event entered the live dataset
2026-08-27,event,added,NYIP release window,presence,,added,announced_product_window,New event entered the live dataset
2026-08-27,event,added,Proximity Effect release window,presence,,added,announced_product_window,New event entered the live dataset
2026-08-27,event,delayed,Lollipop Chainsaw RePOP,runtime,2024-09-12 → 2024-09-12,2024-09-25 → 2024-09-25,wikidata:video-game-adaptation,Event window moved 2024-09-12/2024-09-12 → 2024-09-25/2024-09-25
2026-08-27,event,added,Skyblivion,presence,,added,wikidata:video-game-adaptation,New event entered the live dataset
2026-08-27,event,added,Broken Sword: The Smoking Mirror – Reforged,presence,,added,wikidata:video-game-adaptation,New event entered the live dataset
2026-08-27,event,added,Fate/EXTRA Record,presence,,added,wikidata:video-game-adaptation,New event entered the live dataset
2026-08-27,event,delayed,Tomba! Special Edition,runtime,2025-08-01 → 2025-08-01,2026-01-05 → 2026-01-05,wikidata:video-game-adaptation,Event window moved 2025-08-01/2025-08-01 → 2026-01-05/2026-01-05
2026-08-27,event,delayed,Suika Game Planet,runtime,2025-12-18 → 2025-12-18,2026-01-05 → 2026-01-05,wikidata:video-game-adaptation,Event window moved 2025-12-18/2025-12-18 → 2026-01-05/2026-01-05
2026-08-27,event,delayed,DreadOut Remastered Collection,runtime,2025-05-14 → 2025-05-14,2026-01-14 → 2026-01-14,wikidata:video-game-adaptation,Event window moved 2025-05-14/2025-05-14 → 2026-01-14/2026-01-14
2026-08-27,event,added,Kotama & Academy Citadel,presence,,added,wikidata:video-game-adaptation,New event entered the live dataset
2026-08-27,event,delayed,Final Fantasy VII Remake Intergrade,runtime,2022-06-17 → 2022-06-17,2026-01-22 → 2026-01-22,wikidata:video-game-adaptation,Event window moved 2022-06-17/2022-06-17 → 2026-01-22/2026-01-22
2026-08-27,event,added,Arknights: Endfield,presence,,added,wikidata:video-game-adaptation,New event entered the live dataset
2026-08-27,event,added,BetaSharp,presence,,added,wikidata:video-game-adaptation,New event entered the live dataset
2026-08-27,event,added,Backyard Sports: The Animated Special,presence,,added,wikipedia:2026_in_video_games,New event entered the live dataset
2026-08-27,event,delayed,Front Mission 3: Remake,runtime,2025-06-26 → 2025-06-26,2026-01-30 → 2026-01-30,wikidata:video-game-adaptation,Event window moved 2025-06-26/2025-06-26 → 2026-01-30/2026-01-30
2026-08-27,event,delayed,Return to Silent Hill,runtime,2026-01-23 → 2026-02-05,2026-02-04 → 2026-02-04,wikidata:video-game-adaptation,Event window moved 2026-01-23/2026-02-05 → 2026-02-04/2026-02-04
2026-08-27,event,confirmation_changed,Return to Silent Hill,confirmation,confirmed,wikidata release date,wikidata:video-game-adaptation,Confirmation confirmed → wikidata release date
2026-08-27,event,added,Dragon Quest VII Reimagined,presence,,added,wikidata:video-game-adaptation,New event entered the live dataset
2026-08-27,event,added,Yakuza Kiwami 3 & Dark Ties,presence,,added,wikidata:video-game-adaptation,New event entered the live dataset
2026-08-27,event,delayed,Exit 8,runtime,2025-09-04 → 2025-09-04,2026-02-12 → 2026-02-12,wikidata:video-game-adaptation,Event window moved 2025-09-04/2025-09-04 → 2026-02-12/2026-02-12
2026-08-27,event,added,BlazBlue Entropy Effect X,presence,,added,wikidata:video-game-adaptation,New event entered the live dataset
2026-08-27,event,added,City Hunter,presence,,added,wikidata:video-game-adaptation,New event entered the live dataset
2026-08-27,event,added,Tales of Berseria Remastered,presence,,added,wikidata:video-game-adaptation,New event entered the live dataset
2026-08-27,event,added,Fatal Frame II: Crimson Butterfly Remake,presence,,added,wikidata:video-game-adaptation,New event entered the live dataset
2026-08-27,event,delayed,Suika Game Planet,runtime,2025-12-18 → 2025-12-18,2026-03-12 → 2026-03-12,wikidata:video-game-adaptation,Event window moved 2025-12-18/2025-12-18 → 2026-03-12/2026-03-12
2026-08-27,event,delayed,Lollipop Chainsaw RePOP,runtime,2024-12-02 → 2024-12-02,2026-03-26 → 2026-03-26,wikidata:video-game-adaptation,Event window moved 2024-12-02/2024-12-02 → 2026-03-26/2026-03-26
2026-08-27,event,added,Screamer,presence,,added,wikidata:video-game-adaptation,New event entered the live dataset
2026-08-27,event,added,Needy Girl Overdose,presence,,added,wikipedia:2026_in_video_games,New event entered the live dataset
2026-08-27,event,added,Memories Off Sōsō: Break out of my shell,presence,,added,wikidata:video-game-adaptation,New event entered the live dataset
2026-08-27,event,delayed,Exit 8,runtime,2025-09-04 → 2025-09-04,2026-04-10 → 2026-04-10,wikidata:video-game-adaptation,Event window moved 2025-09-04/2025-09-04 → 2026-04-10/2026-04-10
2026-08-27,event,delayed,Ys Memoire: Revelations in Celceta,runtime,2025-05-22 → 2025-05-22,2026-04-28 → 2026-04-28,wikidata:video-game-adaptation,Event window moved 2025-05-22/2025-05-22 → 2026-04-28/2026-04-28
2026-08-27,event,delayed,LoveR Kiss: Endless Memories,runtime,2025-11-27 → 2025-11-27,2026-04-30 → 2026-04-30,wikidata:video-game-adaptation,Event window moved 2025-11-27/2025-11-27 → 2026-04-30/2026-04-30
2026-08-27,event,delayed,The Super Mario Galaxy Movie,runtime,2026-04-01 → 2026-04-14,2026-05-14 → 2026-05-14,wikidata:video-game-adaptation,Event window moved 2026-04-01/2026-04-14 → 2026-05-14/2026-05-14
2026-08-27,event,confirmation_changed,The Super Mario Galaxy Movie,confirmation,confirmed,wikidata release date,wikidata:video-game-adaptation,Confirmation confirmed → wikidata release date
2026-08-27,event,delayed,Last Origin R+,runtime,2025-03-21 → 2025-03-21,2026-05-21 → 2026-05-21,wikidata:video-game-adaptation,Event window moved 2025-03-21/2025-03-21 → 2026-05-21/2026-05-21
2026-08-27,event,delayed,Birushana: Winds of Fate,runtime,2022-03-31 → 2022-03-31,2026-05-26 → 2026-05-26,wikidata:video-game-adaptation,Event window moved 2022-03-31/2022-03-31 → 2026-05-26/2026-05-26
2026-08-27,event,delayed,Age of Empires II: Definitive Edition,runtime,2025-05-06 → 2025-05-06,2026-05-28 → 2026-05-28,wikidata:video-game-adaptation,Event window moved 2025-05-06/2025-05-06 → 2026-05-28/2026-05-28
2026-08-27,event,added,A-Train9 Evolution,presence,,added,wikidata:video-game-adaptation,New event entered the live dataset
2026-08-27,event,added,House Flipper Remastered Collection,presence,,added,wikidata:video-game-adaptation,New event entered the live dataset
2026-08-27,event,added,Gothic Remake,presence,,added,wikidata:video-game-adaptation,New event entered the live dataset
2026-08-27,event,added,Observer System Redux,presence,,added,wikidata:video-game-adaptation,New event entered the live dataset
2026-08-27,event,added,Dead or Alive 6 Last Round,presence,,added,wikidata:video-game-adaptation,New event entered the live dataset
2026-08-27,event,delayed,Star Ocean: The Second Story R,runtime,2023-11-02 → 2023-11-02,2026-07-15 → 2026-07-15,wikidata:video-game-adaptation,Event window moved 2023-11-02/2023-11-02 → 2026-07-15/2026-07-15
2026-08-27,event,added,70s-style Robot Anime Geppy-X,presence,,added,wikidata:video-game-adaptation,New event entered the live dataset
2026-08-27,event,delayed,Suika Game Planet,runtime,2025-12-18 → 2025-12-18,2026-07-26 → 2026-07-26,wikidata:video-game-adaptation,Event window moved 2025-12-18/2025-12-18 → 2026-07-26/2026-07-26
2026-08-27,event,delayed,Suika Game,runtime,2024-04-11 → 2024-04-11,2026-07-26 → 2026-07-26,wikidata:video-game-adaptation,Event window moved 2024-04-11/2024-04-11 → 2026-07-26/2026-07-26
2026-08-27,event,added,Culdcept The First,presence,,added,wikidata:video-game-adaptation,New event entered the live dataset
2026-08-27,event,added,1999! Arcane Incident Department,presence,,added,wikipedia:2026_in_video_games,New event entered the live dataset
2026-08-27,event,delayed,Exit 8,runtime,2025-09-04 → 2025-09-04,2026-08-13 → 2026-08-13,wikidata:video-game-adaptation,Event window moved 2025-09-04/2025-09-04 → 2026-08-13/2026-08-13
2026-08-27,event,added,BlazBlue Entropy Effect X,presence,,added,wikidata:video-game-adaptation,New event entered the live dataset
2026-08-27,event,added,Hashire Hebereke: EX,presence,,added,wikidata:video-game-adaptation,New event entered the live dataset
2026-08-27,event,advanced,Sekiro: No Defeat,runtime,2026-10-01 → 2026-12-31,2026-09-04 → 2026-09-04,wikipedia:2026_in_video_games,Event window moved 2026-10-01/2026-12-31 → 2026-09-04/2026-09-04
2026-08-27,event,confirmed,Sekiro: No Defeat,confirmation,tba 2026,confirmed,wikipedia:2026_in_video_games,Confirmation tba 2026 → confirmed
2026-08-27,event,added,Golden Axe,presence,,added,wikipedia:2026_in_video_games,New event entered the live dataset
2026-08-27,event,added,Trails in the Sky 2nd Chapter,presence,,added,wikidata:video-game-adaptation,New event entered the live dataset
2026-08-27,event,added,Dynasty Warriors 3: Complete Edition Remastered,presence,,added,wikidata:video-game-adaptation,New event entered the live dataset
2026-08-27,event,added,Cyberpunk: Edgerunners 2,presence,,added,wikipedia:2026_in_video_games,New event entered the live dataset
2026-08-27,event,added,Suikoden: The Anime,presence,,added,wikipedia:2026_in_video_games,New event entered the live dataset
2026-08-27,event,added,Witch on the Holy Night,presence,,added,wikipedia:2026_in_video_games,New event entered the live dataset
2026-08-27,event,added,Free Fire Daybreak,presence,,added,wikipedia:2027_in_video_games,New event entered the live dataset
2026-08-27,event,added,A Minecraft Movie Squared,presence,,added,wikipedia:2027_in_video_games,New event entered the live dataset
2026-08-27,event,confirmed,Elden Ring,confirmation,announced date,confirmed,wikipedia:2028_in_video_games,Confirmation announced date → confirmed
2026-08-27,event,added,Illumination,presence,,added,wikipedia:2028_in_video_games,New event entered the live dataset
2026-08-27,event,confirmed,Call of Duty,confirmation,announced date,confirmed,wikipedia:2028_in_video_games,Confirmation announced date → confirmed
2026-08-27,event,added,Untitled ''Sonic the Hedgehog'' spinoff film,presence,,added,wikipedia:2028_in_video_games,New event entered the live dataset
2026-08-27,event,removed,Do Not Play release window,presence,present,removed,announced_product_window,Event left the live dataset
2026-08-27,event,removed,Ember & Blade release window,presence,present,removed,announced_product_window,Event left the live dataset
2026-08-27,event,removed,GrimKeep release window,presence,present,removed,announced_product_window,Event left the live dataset
2026-08-27,event,removed,Ikuma: The Frozen Compass release window,presence,present,removed,announced_product_window,Event left the live dataset
2026-08-27,event,removed,Rain98 release window,presence,present,removed,announced_product_window,Event left the live dataset
2026-08-27,event,removed,Tomo: Endless Blue release window,presence,present,removed,announced_product_window,Event left the live dataset
2026-08-27,event,removed,Fairy Tail: Dungeons release window,presence,present,removed,announced_product_window,Event left the live dataset
2026-08-27,event,removed,Causal Loop release window,presence,present,removed,announced_product_window,Event left the live dataset
2026-08-27,event,removed,Dear Mirror Flower release window,presence,present,removed,announced_product_window,Event left the live dataset
2026-08-27,event,removed,Starseeker: Astroneer Expeditions release window,presence,present,removed,announced_product_window,Event left the live dataset
2026-08-27,event,removed,Demeo x Dungeons & Dragons: Battlemarked release window,presence,present,removed,announced_product_window,Event left the live dataset
2026-08-27,event,removed,Obakeidoro 2: Chase & Seek release window,presence,present,removed,announced_product_window,Event left the live dataset
2026-08-27,event,removed,SpeedRunners 2: King of Speed release window,presence,present,removed,announced_product_window,Event left the live dataset
2026-08-27,event,removed,Ys Memoire: The Oath in Felghana,presence,present,removed,wikidata:video-game-adaptation,Event left the live dataset
2026-08-27,event,removed,Ys Memoire: The Oath in Felghana,presence,present,removed,wikidata:video-game-adaptation,Event left the live dataset
2026-08-27,event,removed,Ys Memoire: The Oath in Felghana,presence,present,removed,wikidata:video-game-adaptation,Event left the live dataset
2026-08-27,event,removed,Ys Memoire: The Oath in Felghana,presence,present,removed,wikidata:video-game-adaptation,Event left the live dataset
