as_of,kind,change_type,title,field,before,after,source,detail
2026-08-18,product,added,Mortal Shell II,presence,,added,catalog,New product entered the live dataset
2026-08-18,product,added,Mortal Shell II Devout Edition,presence,,added,catalog,New product entered the live dataset
2026-08-18,product,added,NBA 2K27,presence,,added,catalog,New product entered the live dataset
2026-08-18,product,added,NBA 2K27 Deluxe Edition,presence,,added,catalog,New product entered the live dataset
2026-08-18,product,added,NBA 2K27 Ultra Edition,presence,,added,catalog,New product entered the live dataset
2026-08-18,product,added,NHL 27,presence,,added,catalog,New product entered the live dataset
2026-08-18,product,added,NHL 27 Deluxe Edition,presence,,added,catalog,New product entered the live dataset
2026-08-18,product,added,Nivalis Nights,presence,,added,catalog,New product entered the live dataset
2026-08-18,product,added,Nocturne,presence,,added,catalog,New product entered the live dataset
2026-08-18,product,added,ONE PIECE Grand Gourmet,presence,,added,catalog,New product entered the live dataset
2026-08-18,product,added,Onimusha Way of the Sword,presence,,added,catalog,New product entered the live dataset
2026-08-18,product,added,Onimusha Way of the Sword Deluxe Edition,presence,,added,catalog,New product entered the live dataset
2026-08-18,product,added,Onimusha Way of the Sword Premium Deluxe Edition,presence,,added,catalog,New product entered the live dataset
2026-08-18,product,added,Online - 404,presence,,added,catalog,New product entered the live dataset
2026-08-18,product,added,Online 404,presence,,added,catalog,New product entered the live dataset
2026-08-18,product,added,Orbitals,presence,,added,catalog,New product entered the live dataset
2026-08-18,product,added,Order Automatica,presence,,added,catalog,New product entered the live dataset
2026-08-18,product,added,PAPERHEAD,presence,,added,catalog,New product entered the live dataset
2026-08-18,product,added,Perfect Dark,presence,,added,announced_registry,New product entered the live dataset
2026-08-18,product,added,Permafrost,presence,,added,catalog,New product entered the live dataset
2026-08-18,product,added,Persona 4 Revival,presence,,added,catalog,New product entered the live dataset
2026-08-18,product,added,Phantom Blade Zero,presence,,added,catalog,New product entered the live dataset
2026-08-18,product,added,Planet Zoo 2 - Deluxe Edition,presence,,added,catalog,New product entered the live dataset
2026-08-18,product,added,Planet Zoo 2,presence,,added,catalog,New product entered the live dataset
2026-08-18,product,added,PRAGMATA,presence,,added,announced_registry,New product entered the live dataset
2026-08-18,product,added,Primitive Environment Survival,presence,,added,catalog,New product entered the live dataset
2026-08-18,product,added,Puppergeist,presence,,added,catalog,New product entered the live dataset
2026-08-18,product,added,Rayman Legends Retold,presence,,added,catalog,New product entered the live dataset
2026-08-18,product,added,Rayman Legends Retold Deluxe Edition,presence,,added,catalog,New product entered the live dataset
2026-08-18,product,added,Red Rust,presence,,added,catalog,New product entered the live dataset
2026-08-18,product,added,Resonance A Plague Tale Legacy,presence,,added,catalog,New product entered the live dataset
2026-08-18,product,added,RIG Riot,presence,,added,catalog,New product entered the live dataset
2026-08-18,product,added,Rivage,presence,,added,catalog,New product entered the live dataset
2026-08-18,product,added,Rizz Dungeon Skeleton Key to My Heart,presence,,added,catalog,New product entered the live dataset
2026-08-18,product,added,Screenbound,presence,,added,catalog,New product entered the live dataset
2026-08-18,product,added,Sensory Overload,presence,,added,catalog,New product entered the live dataset
2026-08-18,product,added,Shao Song I,presence,,added,catalog,New product entered the live dataset
2026-08-18,product,added,SILENT HILL Townfall,presence,,added,catalog,New product entered the live dataset
2026-08-18,product,added,SILENT HILL Townfall Deluxe Edition,presence,,added,catalog,New product entered the live dataset
2026-08-18,product,added,Silver Pines,presence,,added,catalog,New product entered the live dataset
2026-08-18,product,added,Sniper Dan,presence,,added,catalog,New product entered the live dataset
2026-08-18,product,added,Star Wars - Galactic Racer,presence,,added,catalog,New product entered the live dataset
2026-08-18,product,added,STAR WARS Galactic Racer,presence,,added,catalog,New product entered the live dataset
2026-08-18,product,added,STAR WARS Galactic Racer Deluxe Edition,presence,,added,catalog,New product entered the live dataset
2026-08-18,product,added,STAR WARS Zero Company,presence,,added,catalog,New product entered the live dataset
2026-08-18,product,added,STAR WARS Zero Company Deluxe Edition,presence,,added,catalog,New product entered the live dataset
2026-08-18,product,added,STEINS;GATE RE:BOOT,presence,,added,catalog,New product entered the live dataset
2026-08-18,product,added,STRANGER THAN HEAVEN,presence,,added,catalog,New product entered the live dataset
2026-08-18,product,added,STUNTBOOST,presence,,added,catalog,New product entered the live dataset
2026-08-18,product,added,Stupid Never Dies,presence,,added,catalog,New product entered the live dataset
2026-08-18,product,added,Tales of Eternia Remastered,presence,,added,catalog,New product entered the live dataset
2026-08-18,product,added,Tenebris Somnia,presence,,added,catalog,New product entered the live dataset
2026-08-18,product,added,The Blood of Dawnwalker,presence,,added,catalog,New product entered the live dataset
2026-08-18,product,added,The Blood of Dawnwalker Eclipse Edition,presence,,added,catalog,New product entered the live dataset
2026-08-18,product,added,THE DEAD WE KNEW Open World Survival,presence,,added,catalog,New product entered the live dataset
2026-08-18,product,added,The Grinch 2 Saving Christmas,presence,,added,catalog,New product entered the live dataset
2026-08-18,product,added,The Sinking City 2,presence,,added,catalog,New product entered the live dataset
2026-08-18,product,added,The Sinking City 2 Deluxe Edition,presence,,added,catalog,New product entered the live dataset
2026-08-18,product,added,The Witch's Bakery,presence,,added,catalog,New product entered the live dataset
2026-08-18,product,added,Tomb Raider - Legacy of Atlantis,presence,,added,catalog,New product entered the live dataset
2026-08-18,product,added,Tomb Raider - Legacy of Atlantis Deluxe Edition,presence,,added,catalog,New product entered the live dataset
2026-08-18,product,added,Touhou Koumakyou New Classic - the Embodiment of Scarlet Devil,presence,,added,catalog,New product entered the live dataset
2026-08-18,product,added,Trails in the Sky 2nd Chapter,presence,,added,catalog,New product entered the live dataset
2026-08-18,product,added,Twisted Tower,presence,,added,catalog,New product entered the live dataset
2026-08-18,product,added,Vacation Cafe Simulator,presence,,added,catalog,New product entered the live dataset
2026-08-18,product,added,Valor Mortis,presence,,added,catalog,New product entered the live dataset
2026-08-18,product,added,VHOLUME,presence,,added,catalog,New product entered the live dataset
2026-08-18,product,added,WARDOGS - Supporter Edition,presence,,added,catalog,New product entered the live dataset
2026-08-18,product,added,WARDOGS,presence,,added,catalog,New product entered the live dataset
2026-08-18,product,added,"Warhammer 40,000 - Dawn of War 4",presence,,added,catalog,New product entered the live dataset
2026-08-18,product,added,"Warhammer 40,000 - Dawn of War 4 Commander Edition",presence,,added,catalog,New product entered the live dataset
2026-08-18,product,added,"Warhammer 40,000 Dawn of War IV",presence,,added,catalog,New product entered the live dataset
2026-08-18,product,added,"Warhammer 40,000 Dawn of War IV Commander Edition",presence,,added,catalog,New product entered the live dataset
2026-08-18,product,added,WheelMates,presence,,added,catalog,New product entered the live dataset
2026-08-18,product,added,WILD Tactics,presence,,added,catalog,New product entered the live dataset
2026-08-18,product,added,Wind Runners,presence,,added,catalog,New product entered the live dataset
2026-08-18,product,added,WinMon,presence,,added,catalog,New product entered the live dataset
2026-08-18,product,added,World of Magic Rise of Magic,presence,,added,catalog,New product entered the live dataset
2026-08-18,event,added,CES 2022,presence,,added,Wikipedia year pages / organizer calendars 2022–2026,New event entered the live dataset
2026-08-18,event,added,MAGFest 2022,presence,,added,Wikipedia year pages / organizer calendars 2022–2026,New event entered the live dataset
2026-08-18,event,added,Ninjala,presence,,added,historical_registry,New event entered the live dataset
2026-08-18,event,added,Taipei Game Show 2022,presence,,added,Wikipedia year pages / organizer calendars 2022–2026,New event entered the live dataset
2026-08-18,event,added,Xbox Developer Direct 2022,presence,,added,Wikipedia year pages / organizer calendars 2022–2026,New event entered the live dataset
2026-08-18,event,added,Angry Birds: Summer Madness,presence,,added,historical_registry,New event entered the live dataset
2026-08-18,event,added,Shenmue: The Animation,presence,,added,historical_registry,New event entered the live dataset
2026-08-18,event,added,Six Invitational 2022,presence,,added,Wikipedia year pages / organizer calendars 2022–2026,New event entered the live dataset
2026-08-18,event,added,Nintendo Direct February 2022,presence,,added,Wikipedia year pages / organizer calendars 2022–2026,New event entered the live dataset
2026-08-18,event,added,Super Bowl LVI,presence,,added,Wikipedia year pages / organizer calendars 2022–2026,New event entered the live dataset
2026-08-18,event,added,IEM Katowice 2022,presence,,added,Wikipedia year pages / organizer calendars 2022–2026,New event entered the live dataset
2026-08-18,event,added,IGN Fan Fest 2022,presence,,added,Wikipedia year pages / organizer calendars 2022–2026,New event entered the live dataset
2026-08-18,event,added,The Cuphead Show!,presence,,added,historical_registry,New event entered the live dataset
2026-08-18,event,added,Uncharted,presence,,added,historical_registry,New event entered the live dataset
2026-08-18,event,added,Steam Next Fest February 2022,presence,,added,Wikipedia year pages / organizer calendars 2022–2026,New event entered the live dataset
2026-08-18,event,added,D.I.C.E. Awards 2022,presence,,added,Wikipedia year pages / organizer calendars 2022–2026,New event entered the live dataset
2026-08-18,event,added,Pokémon Presents February 2022,presence,,added,Wikipedia year pages / organizer calendars 2022–2026,New event entered the live dataset
2026-08-18,event,added,PlayStation State of Play March 2022,presence,,added,Wikipedia year pages / organizer calendars 2022–2026,New event entered the live dataset
2026-08-18,event,added,F1 World Championship 2022,presence,,added,Wikipedia year pages / organizer calendars 2022–2026,New event entered the live dataset
2026-08-18,event,added,GDC 2022,presence,,added,Wikipedia year pages / organizer calendars 2022–2026,New event entered the live dataset
2026-08-18,event,added,Halo season 1,presence,,added,historical_registry,New event entered the live dataset
2026-08-18,event,added,WonderCon 2022,presence,,added,Wikipedia year pages / organizer calendars 2022–2026,New event entered the live dataset
2026-08-18,event,added,BAFTA Games Awards 2022,presence,,added,Wikipedia year pages / organizer calendars 2022–2026,New event entered the live dataset
2026-08-18,event,added,The Masters 2022,presence,,added,Wikipedia year pages / organizer calendars 2022–2026,New event entered the live dataset
2026-08-18,event,added,Sonic the Hedgehog 2,presence,,added,historical_registry,New event entered the live dataset
2026-08-18,event,added,PAX East 2022,presence,,added,Wikipedia year pages / organizer calendars 2022–2026,New event entered the live dataset
2026-08-18,event,added,PGL Major Antwerp 2022,presence,,added,Wikipedia year pages / organizer calendars 2022–2026,New event entered the live dataset
2026-08-18,event,added,League of Legends MSI 2022,presence,,added,Wikipedia year pages / organizer calendars 2022–2026,New event entered the live dataset
2026-08-18,event,added,Indie World May 2022,presence,,added,Wikipedia year pages / organizer calendars 2022–2026,New event entered the live dataset
2026-08-18,event,added,PlayStation State of Play June 2022,presence,,added,Wikipedia year pages / organizer calendars 2022–2026,New event entered the live dataset
2026-08-18,event,added,NBA Finals 2022,presence,,added,Wikipedia year pages / organizer calendars 2022–2026,New event entered the live dataset
2026-08-18,event,added,Summer Game Fest 2022,presence,,added,Wikipedia year pages / organizer calendars 2022–2026,New event entered the live dataset
2026-08-18,event,added,Future Games Show Summer 2022,presence,,added,Wikipedia year pages / organizer calendars 2022–2026,New event entered the live dataset
2026-08-18,event,added,Devolver Direct 2022,presence,,added,Wikipedia year pages / organizer calendars 2022–2026,New event entered the live dataset
2026-08-18,event,added,Ubisoft Forward 2022,presence,,added,Wikipedia year pages / organizer calendars 2022–2026,New event entered the live dataset
2026-08-18,event,added,Wholesome Direct 2022,presence,,added,Wikipedia year pages / organizer calendars 2022–2026,New event entered the live dataset
2026-08-18,event,added,Guerrilla Collective 2022,presence,,added,Wikipedia year pages / organizer calendars 2022–2026,New event entered the live dataset
2026-08-18,event,added,Xbox & Bethesda Games Showcase 2022,presence,,added,Wikipedia year pages / organizer calendars 2022–2026,New event entered the live dataset
2026-08-18,event,added,PC Gaming Show 2022,presence,,added,Wikipedia year pages / organizer calendars 2022–2026,New event entered the live dataset
2026-08-18,event,added,Day of the Devs 2022,presence,,added,Wikipedia year pages / organizer calendars 2022–2026,New event entered the live dataset
2026-08-18,event,added,Capcom Showcase 2022,presence,,added,Wikipedia year pages / organizer calendars 2022–2026,New event entered the live dataset
2026-08-18,event,added,Stanley Cup Finals 2022,presence,,added,Wikipedia year pages / organizer calendars 2022–2026,New event entered the live dataset
2026-08-18,event,added,Players,presence,,added,historical_registry,New event entered the live dataset
2026-08-18,event,added,DreamHack Summer 2022,presence,,added,Wikipedia year pages / organizer calendars 2022–2026,New event entered the live dataset
2026-08-18,event,added,Wimbledon 2022,presence,,added,Wikipedia year pages / organizer calendars 2022–2026,New event entered the live dataset
2026-08-18,event,added,Nintendo Direct Mini: Partner Showcase June 2022,presence,,added,Wikipedia year pages / organizer calendars 2022–2026,New event entered the live dataset
2026-08-18,event,added,Anime Expo 2022,presence,,added,Wikipedia year pages / organizer calendars 2022–2026,New event entered the live dataset
2026-08-18,event,added,Resident Evil (Netflix),presence,,added,historical_registry,New event entered the live dataset
2026-08-18,event,added,TwitchCon Rotterdam 2022,presence,,added,Wikipedia year pages / organizer calendars 2022–2026,New event entered the live dataset
2026-08-18,event,added,San Diego Comic-Con 2022,presence,,added,Wikipedia year pages / organizer calendars 2022–2026,New event entered the live dataset
2026-08-18,event,added,Call of Duty League Championship 2022,presence,,added,Wikipedia year pages / organizer calendars 2022–2026,New event entered the live dataset
2026-08-18,event,added,EVO 2022,presence,,added,Wikipedia year pages / organizer calendars 2022–2026,New event entered the live dataset
2026-08-18,event,added,Splatoon 3 Direct,presence,,added,Wikipedia year pages / organizer calendars 2022–2026,New event entered the live dataset
2026-08-18,event,added,ChinaJoy 2022,presence,,added,Wikipedia year pages / organizer calendars 2022–2026,New event entered the live dataset
2026-08-18,event,added,QuakeCon 2022,presence,,added,Wikipedia year pages / organizer calendars 2022–2026,New event entered the live dataset
2026-08-18,event,added,Pokémon World Championships 2022,presence,,added,Wikipedia year pages / organizer calendars 2022–2026,New event entered the live dataset
2026-08-18,event,added,Tekken: Bloodline,presence,,added,historical_registry,New event entered the live dataset
2026-08-18,event,added,Gamescom Opening Night Live 2022,presence,,added,Wikipedia year pages / organizer calendars 2022–2026,New event entered the live dataset
2026-08-18,event,added,Gamescom 2022,presence,,added,Wikipedia year pages / organizer calendars 2022–2026,New event entered the live dataset
2026-08-18,event,added,VALORANT Champions 2022,presence,,added,Wikipedia year pages / organizer calendars 2022–2026,New event entered the live dataset
2026-08-18,event,added,PAX West 2022,presence,,added,Wikipedia year pages / organizer calendars 2022–2026,New event entered the live dataset
2026-08-18,event,added,NFL Season 2022,presence,,added,Wikipedia year pages / organizer calendars 2022–2026,New event entered the live dataset
2026-08-18,event,added,D23 Expo 2022,presence,,added,Wikipedia year pages / organizer calendars 2022–2026,New event entered the live dataset
2026-08-18,event,added,Nintendo Direct September 2022,presence,,added,Wikipedia year pages / organizer calendars 2022–2026,New event entered the live dataset
2026-08-18,event,added,PlayStation State of Play September 2022,presence,,added,Wikipedia year pages / organizer calendars 2022–2026,New event entered the live dataset
2026-08-18,event,added,Cyberpunk: Edgerunners,presence,,added,historical_registry,New event entered the live dataset
2026-08-18,event,added,Tokyo Game Show 2022,presence,,added,Wikipedia year pages / organizer calendars 2022–2026,New event entered the live dataset
2026-08-18,event,added,EGX 2022,presence,,added,Wikipedia year pages / organizer calendars 2022–2026,New event entered the live dataset
2026-08-18,event,added,League of Legends Worlds 2022,presence,,added,Wikipedia year pages / organizer calendars 2022–2026,New event entered the live dataset
2026-08-18,event,added,Steam Next Fest October 2022,presence,,added,Wikipedia year pages / organizer calendars 2022–2026,New event entered the live dataset
2026-08-18,event,added,Brasil Game Show 2022,presence,,added,Wikipedia year pages / organizer calendars 2022–2026,New event entered the live dataset
2026-08-18,event,added,New York Comic Con 2022,presence,,added,Wikipedia year pages / organizer calendars 2022–2026,New event entered the live dataset
2026-08-18,event,added,PAX Aus 2022,presence,,added,Wikipedia year pages / organizer calendars 2022–2026,New event entered the live dataset
2026-08-18,event,added,TwitchCon San Diego 2022,presence,,added,Wikipedia year pages / organizer calendars 2022–2026,New event entered the live dataset
2026-08-18,event,added,Legend of Mana: The Teardrop Crystal,presence,,added,historical_registry,New event entered the live dataset
2026-08-18,event,added,Mortal Kombat Legends: Snow Blind,presence,,added,historical_registry,New event entered the live dataset
2026-08-18,event,added,The International 2022,presence,,added,Wikipedia year pages / organizer calendars 2022–2026,New event entered the live dataset
2026-08-18,event,added,World Series 2022,presence,,added,Wikipedia year pages / organizer calendars 2022–2026,New event entered the live dataset
2026-08-18,event,added,Arknights: Prelude to Dawn,presence,,added,historical_registry,New event entered the live dataset
2026-08-18,event,added,IEM Rio Major 2022,presence,,added,Wikipedia year pages / organizer calendars 2022–2026,New event entered the live dataset
2026-08-18,event,added,Paris Games Week 2022,presence,,added,Wikipedia year pages / organizer calendars 2022–2026,New event entered the live dataset
2026-08-18,event,added,Overwatch League Grand Finals 2022,presence,,added,Wikipedia year pages / organizer calendars 2022–2026,New event entered the live dataset
2026-08-18,event,added,G-STAR 2022,presence,,added,Wikipedia year pages / organizer calendars 2022–2026,New event entered the live dataset
2026-08-18,event,added,DreamHack Atlanta 2022,presence,,added,Wikipedia year pages / organizer calendars 2022–2026,New event entered the live dataset
2026-08-18,event,added,2022 FIFA World Cup,presence,,added,Wikipedia year pages / organizer calendars 2022–2026,New event entered the live dataset
2026-08-18,event,added,Golden Joystick Awards 2022,presence,,added,Wikipedia year pages / organizer calendars 2022–2026,New event entered the live dataset
2026-08-18,event,added,Fantasy Football,presence,,added,historical_registry,New event entered the live dataset
2026-08-18,event,added,The Game Awards 2022,presence,,added,Wikipedia year pages / organizer calendars 2022–2026,New event entered the live dataset
2026-08-18,event,added,Dragon Age: Absolution,presence,,added,historical_registry,New event entered the live dataset
2026-08-18,event,added,Sonic Prime season 1,presence,,added,historical_registry,New event entered the live dataset
2026-08-18,event,added,The Witcher: Blood Origin,presence,,added,historical_registry,New event entered the live dataset
2026-08-18,event,added,CES 2023,presence,,added,Wikipedia year pages / organizer calendars 2022–2026,New event entered the live dataset
2026-08-18,event,added,MAGFest 2023,presence,,added,Wikipedia year pages / organizer calendars 2022–2026,New event entered the live dataset
2026-08-18,event,added,NieR: Automata Ver1.1a,presence,,added,historical_registry,New event entered the live dataset
2026-08-18,event,added,The Last of Us season 1,presence,,added,historical_registry,New event entered the live dataset
2026-08-18,event,added,Xbox Developer Direct 2023,presence,,added,Wikipedia year pages / organizer calendars 2022–2026,New event entered the live dataset
2026-08-18,event,added,IEM Katowice 2023,presence,,added,Wikipedia year pages / organizer calendars 2022–2026,New event entered the live dataset
2026-08-18,event,added,Taipei Game Show 2023,presence,,added,Wikipedia year pages / organizer calendars 2022–2026,New event entered the live dataset
2026-08-18,event,added,Steam Next Fest February 2023,presence,,added,Wikipedia year pages / organizer calendars 2022–2026,New event entered the live dataset
2026-08-18,event,added,Six Invitational 2023,presence,,added,Wikipedia year pages / organizer calendars 2022–2026,New event entered the live dataset
2026-08-18,event,added,Nintendo Direct February 2023,presence,,added,Wikipedia year pages / organizer calendars 2022–2026,New event entered the live dataset
