as_of,kind,change_type,title,field,before,after,source,detail
2026-08-24,product,added,Ultra Mushroom,presence,,added,wikidata,New product entered the live dataset
2026-08-24,product,added,Valkyrie of Phantasm,presence,,added,wikidata,New product entered the live dataset
2026-08-24,product,added,Wolfhound,presence,,added,wikidata,New product entered the live dataset
2026-08-24,product,added,SpongeBob: Krusty Cook-Off,presence,,added,wikidata,New product entered the live dataset
2026-08-24,product,added,Tomba! Special Edition,presence,,added,wikidata,New product entered the live dataset
2026-08-24,product,added,I Am Future,presence,,added,wikidata,New product entered the live dataset
2026-08-24,product,added,The Brew Barons,presence,,added,wikidata,New product entered the live dataset
2026-08-24,product,added,Hytale,presence,,added,wikidata,New product entered the live dataset
2026-08-24,product,added,Temirana: The Lucky Princess and the Tragic Knights,presence,,added,wikidata,New product entered the live dataset
2026-08-24,product,added,Animal Crossing: New Horizons,presence,,added,wikidata,New product entered the live dataset
2026-08-24,product,added,The Legend of Heroes: Trails Beyond the Horizon,presence,,added,wikidata,New product entered the live dataset
2026-08-24,product,added,Mio: Memories in Orbit,presence,,added,wikidata,New product entered the live dataset
2026-08-24,product,added,Arknights: Endfield,presence,,added,wikidata,New product entered the live dataset
2026-08-24,product,added,"Dwarves: Glory, Death and Loot",presence,,added,wikidata,New product entered the live dataset
2026-08-24,product,added,Dynasty Warriors: Origins,presence,,added,wikidata,New product entered the live dataset
2026-08-24,product,added,Sega Football Club Champions 2026,presence,,added,wikidata,New product entered the live dataset
2026-08-24,product,added,The Rumble Fish 2,presence,,added,wikidata,New product entered the live dataset
2026-08-24,product,added,Fighting Force Collection,presence,,added,wikidata,New product entered the live dataset
2026-08-24,product,added,Speedball,presence,,added,wikidata,New product entered the live dataset
2026-08-24,product,added,Steel Century Groove,presence,,added,wikidata,New product entered the live dataset
2026-08-24,product,added,City Tales: Medieval Era,presence,,added,wikidata,New product entered the live dataset
2026-08-24,product,added,"Don’t Stop, Girlypop!",presence,,added,wikidata,New product entered the live dataset
2026-08-24,product,added,Dusk Index: Gion,presence,,added,wikidata,New product entered the live dataset
2026-08-24,product,added,Project: Gorgon,presence,,added,wikidata,New product entered the live dataset
2026-08-24,product,added,Front Mission 3: Remake,presence,,added,wikidata,New product entered the live dataset
2026-08-24,product,added,Jimmy and the Pulsating Mass,presence,,added,wikidata,New product entered the live dataset
2026-08-24,product,added,Lovish,presence,,added,wikidata,New product entered the live dataset
2026-08-24,product,added,PUBG: BLINDSPOT,presence,,added,wikidata,New product entered the live dataset
2026-08-24,product,added,JDM: Japanese Drift Master,presence,,added,wikidata,New product entered the live dataset
2026-08-24,product,added,Shadows of the Afterland,presence,,added,wikidata,New product entered the live dataset
2026-08-24,product,added,Fantasista Asuka,presence,,added,wikidata,New product entered the live dataset
2026-08-24,product,added,Kingdom Come: Deliverance,presence,,added,wikidata,New product entered the live dataset
2026-08-24,product,added,Caves of Qud,presence,,added,wikidata,New product entered the live dataset
2026-08-24,product,added,Earnest Evans Collection,presence,,added,wikidata,New product entered the live dataset
2026-08-24,product,added,Soulslinger: Envoy of Death,presence,,added,wikidata,New product entered the live dataset
2026-08-24,product,added,PC Building Simulator 2,presence,,added,wikidata,New product entered the live dataset
2026-08-24,product,added,The Fox's Way Home,presence,,added,wikidata,New product entered the live dataset
2026-08-24,product,added,Japanese Rural Life Adventure,presence,,added,wikidata,New product entered the live dataset
2026-08-24,product,added,Never Grave: The Witch and The Curse,presence,,added,wikidata,New product entered the live dataset
2026-08-24,product,added,Methods: The Canada Files,presence,,added,wikidata,New product entered the live dataset
2026-08-24,product,added,Peregrino,presence,,added,wikidata,New product entered the live dataset
2026-08-24,product,added,Piece by Piece,presence,,added,wikidata,New product entered the live dataset
2026-08-24,product,added,The Liar Princess and the Blind Prince,presence,,added,wikidata,New product entered the live dataset
2026-08-24,product,added,Yomawari: Lost in the Dark,presence,,added,wikidata,New product entered the live dataset
2026-08-24,product,added,Pode,presence,,added,wikidata,New product entered the live dataset
2026-08-24,product,added,Rustil: Eternal Labyrinth Castle,presence,,added,wikidata,New product entered the live dataset
2026-08-24,product,added,Tower Tag,presence,,added,wikidata,New product entered the live dataset
2026-08-24,product,added,Shadow Tactics: Blades of the Shogun,presence,,added,wikidata,New product entered the live dataset
2026-08-24,product,added,Dragonkin: The Banished,presence,,added,wikidata,New product entered the live dataset
2026-08-24,product,added,The Coin Game,presence,,added,wikidata,New product entered the live dataset
2026-08-24,product,added,The Little Tomb: The Maholova Club and the Search for a Dead Body,presence,,added,wikidata,New product entered the live dataset
2026-08-24,product,added,The Seven Deadly Sins: Origin,presence,,added,wikidata,New product entered the live dataset
2026-08-24,product,added,Mado Monogatari: Fia and the Wondrous Academy,presence,,added,wikidata,New product entered the live dataset
2026-08-24,product,added,Tales of the Shire: A The Lord of the Rings Game,presence,,added,wikidata,New product entered the live dataset
2026-08-24,product,added,Shinonome Abyss: The Maiden Exorcist,presence,,added,wikidata,New product entered the live dataset
2026-08-24,product,added,The Fifth Family,presence,,added,wikidata,New product entered the live dataset
2026-08-24,product,added,Homura: The Crimson Warriors,presence,,added,wikidata,New product entered the live dataset
2026-08-24,product,added,Lilac,presence,,added,wikidata,New product entered the live dataset
2026-08-24,product,added,Little Nemo and the Guardians of Slumberland,presence,,added,wikidata,New product entered the live dataset
2026-08-24,product,added,Castle of Shikigami III,presence,,added,wikidata,New product entered the live dataset
2026-08-24,product,added,The New Denpa Men,presence,,added,wikidata,New product entered the live dataset
2026-08-24,product,added,Faith: The Unholy Trinity,presence,,added,wikidata,New product entered the live dataset
2026-08-24,product,added,Memories Off Sōsō: Break out of my shell,presence,,added,wikidata,New product entered the live dataset
2026-08-24,product,added,Skautfold: Moonless Knight,presence,,added,wikidata,New product entered the live dataset
2026-08-24,product,added,Nekopara Sekai Connect,presence,,added,wikidata,New product entered the live dataset
2026-08-24,product,added,Calamity Angels: Special Delivery,presence,,added,wikidata,New product entered the live dataset
2026-08-24,product,added,Mongil: Star Dive,presence,,added,wikidata,New product entered the live dataset
2026-08-24,product,added,Ereban: Shadow Legacy,presence,,added,wikidata,New product entered the live dataset
2026-08-24,product,added,OPUS: Prism Peak,presence,,added,wikidata,New product entered the live dataset
2026-08-24,product,added,Smash It Wild,presence,,added,wikidata,New product entered the live dataset
2026-08-24,product,added,Task Time,presence,,added,wikidata,New product entered the live dataset
2026-08-24,product,added,Anemoi,presence,,added,wikidata,New product entered the live dataset
2026-08-24,product,added,Mahou Arms,presence,,added,wikidata,New product entered the live dataset
2026-08-24,product,added,Snail's Knock Out,presence,,added,wikidata,New product entered the live dataset
2026-08-24,product,added,Spy Drops,presence,,added,wikidata,New product entered the live dataset
2026-08-24,product,added,WILL: Follow The Light,presence,,added,wikidata,New product entered the live dataset
2026-08-24,product,added,Ys Memoire: Revelations in Celceta,presence,,added,wikidata,New product entered the live dataset
2026-08-24,product,added,Amnesia: Rebirth,presence,,added,wikidata,New product entered the live dataset
2026-08-24,product,added,Heroes of Might and Magic: Olden Era,presence,,added,wikidata,New product entered the live dataset
2026-08-24,product,added,Perennial Dusk: Kinsenka,presence,,added,wikidata,New product entered the live dataset
2026-08-24,product,added,Prius Online,presence,,added,wikidata,New product entered the live dataset
2026-08-24,product,added,Withering Realms,presence,,added,wikidata,New product entered the live dataset
2026-08-24,product,added,Axe Cop,presence,,added,wikidata,New product entered the live dataset
2026-08-24,product,added,Haneda Girl,presence,,added,wikidata,New product entered the live dataset
2026-08-24,product,added,Corebreaker,presence,,added,wikidata,New product entered the live dataset
2026-08-24,product,added,Nitro Gen Omega,presence,,added,wikidata,New product entered the live dataset
2026-08-24,product,added,Smalland: Survive the Wilds,presence,,added,wikidata,New product entered the live dataset
2026-08-24,product,added,Corsairs: Battle of the Caribbean,presence,,added,wikidata,New product entered the live dataset
2026-08-24,product,added,"Warhammer 40,000: Mechanicus II",presence,,added,wikidata,New product entered the live dataset
2026-08-24,product,added,"Warhammer 40,000: Speed Freeks",presence,,added,wikidata,New product entered the live dataset
2026-08-24,product,added,Birushana: Winds of Fate,presence,,added,wikidata,New product entered the live dataset
2026-08-24,product,added,Age of Empires II: Definitive Edition,presence,,added,wikidata,New product entered the live dataset
2026-08-24,product,added,Tetris the Grandmaster 4: Absolute Eye,presence,,added,wikidata,New product entered the live dataset
2026-08-24,product,added,Gothic Remake,presence,,added,wikidata,New product entered the live dataset
2026-08-24,product,added,Atelier Yumia: The Alchemist of Memories & the Envisioned Land,presence,,added,wikidata,New product entered the live dataset
2026-08-24,product,added,Unrailed! 2: Back on Track,presence,,added,wikidata,New product entered the live dataset
2026-08-24,product,added,UsoNatsu,presence,,added,wikidata,New product entered the live dataset
2026-08-24,product,added,and Roger,presence,,added,wikidata,New product entered the live dataset
2026-08-24,product,added,Citizen Sleeper 2: Starward Vector,presence,,added,wikidata,New product entered the live dataset
2026-08-24,product,added,My Merry May with be,presence,,added,wikidata,New product entered the live dataset
2026-08-24,product,added,Saeko: Giantess Dating Sim,presence,,added,wikidata,New product entered the live dataset
2026-08-24,product,added,Deathbulge: Battle of the Bands,presence,,added,wikidata,New product entered the live dataset
2026-08-24,product,added,Magical Girl Witch Trials,presence,,added,wikidata,New product entered the live dataset
2026-08-24,product,added,Star Ocean: The Second Story R,presence,,added,wikidata,New product entered the live dataset
2026-08-24,product,added,Dreamin' Her,presence,,added,wikidata,New product entered the live dataset
2026-08-24,product,added,K-pop Idol Stories: Road to Debut,presence,,added,wikidata,New product entered the live dataset
2026-08-24,product,added,The Dream Of A Cockspur,presence,,added,wikidata,New product entered the live dataset
2026-08-24,product,added,Suika Game,presence,,added,wikidata,New product entered the live dataset
2026-08-24,product,added,Prelude: Dark Pain,presence,,added,wikidata,New product entered the live dataset
2026-08-24,product,added,BOKURA,presence,,added,wikidata,New product entered the live dataset
2026-08-24,product,added,Fuga: Melodies of Steel,presence,,added,wikidata,New product entered the live dataset
2026-08-24,product,added,Ira,presence,,added,wikidata,New product entered the live dataset
2026-08-24,product,added,Kusan: City of Wolves,presence,,added,wikidata,New product entered the live dataset
2026-08-24,product,added,The Relic: First Guardian,presence,,added,wikidata,New product entered the live dataset
2026-08-24,product,added,Cotton Rock With You,presence,,added,wikidata,New product entered the live dataset
2026-08-24,product,added,Brave Dungeon: The Meaning of Justice,presence,,added,wikidata,New product entered the live dataset
2026-08-24,product,added,Angeline Era,presence,,added,wikidata,New product entered the live dataset
2026-08-24,product,added,The Legend of Heroes: Trails from Zero,presence,,added,wikidata,New product entered the live dataset
2026-08-24,product,added,The Legend of Heroes: Trails to Azure,presence,,added,wikidata,New product entered the live dataset
2026-08-24,product,added,TCG Card Shop Simulator,presence,,added,wikidata,New product entered the live dataset
2026-08-24,product,added,Kernel Hearts,presence,,added,wikidata,New product entered the live dataset
2026-08-24,product,added,The Alchemist of Ars Magna,presence,,added,wikidata,New product entered the live dataset
2026-08-24,product,added,Cupid Parasite,presence,,added,wikidata,New product entered the live dataset
2026-08-24,product,added,TOEM 2,presence,,added,wikidata,New product entered the live dataset
2026-08-24,product,added,Kousai Toshi,presence,,added,wikidata,New product entered the live dataset
2026-08-24,product,added,Echo Weaver,presence,,added,wikidata,New product entered the live dataset
2026-08-24,product,added,Cotton Reboot!,presence,,added,wikidata,New product entered the live dataset
2026-08-24,product,added,Cotton Reboot! High Tension!,presence,,added,wikidata,New product entered the live dataset
2026-08-24,product,added,Radiant Starlets,presence,,added,wikidata,New product entered the live dataset
2026-08-24,product,added,LIGHT: Black Cat & Amnesia Girl,presence,,added,wikidata,New product entered the live dataset
2026-08-24,product,added,Metaphor: ReFantazio,presence,,added,wikidata,New product entered the live dataset
2026-08-24,product,added,Koganei-so and the Golden Swallowtail Butterfly,presence,,added,wikidata,New product entered the live dataset
2026-08-24,product,added,The Adventures of Bryan Scott,presence,,added,wikidata,New product entered the live dataset
2026-08-24,product,added,My Brother Hacker,presence,,added,wikidata,New product entered the live dataset
2026-08-24,product,added,Back to the Dawn,presence,,added,wikidata,New product entered the live dataset
2026-08-24,product,added,DAVE THE DIVER,presence,,added,wikidata,New product entered the live dataset
2026-08-24,product,added,EARTH DEFENSE FORCE 5,presence,,added,wikidata,New product entered the live dataset
2026-08-24,product,added,Exstetra,presence,,added,wikidata,New product entered the live dataset
2026-08-24,product,added,Octopath Traveler,presence,,added,wikidata,New product entered the live dataset
2026-08-24,product,added,Polylithic,presence,,added,wikidata,New product entered the live dataset
2026-08-24,product,added,Ratatan,presence,,added,wikidata,New product entered the live dataset
2026-08-24,product,added,Stick It to the Stickman,presence,,added,wikidata,New product entered the live dataset
2026-08-24,product,added,Valheim,presence,,added,wikidata,New product entered the live dataset
2026-08-24,product,removed,VHOLUME,presence,present,removed,catalog,Product left the live dataset
2026-08-24,event,added,Spider-Man: Into the Spider-Verse,presence,,added,historical_registry,New event entered the live dataset
2026-08-24,event,added,Turning Red,presence,,added,historical_registry,New event entered the live dataset
2026-08-24,event,added,Lightyear,presence,,added,historical_registry,New event entered the live dataset
2026-08-24,event,added,Baymax!,presence,,added,historical_registry,New event entered the live dataset
2026-08-24,event,added,Minions: The Rise of Gru,presence,,added,historical_registry,New event entered the live dataset
2026-08-24,event,added,Harley Quinn season 3,presence,,added,historical_registry,New event entered the live dataset
2026-08-24,event,added,DC League of Super-Pets,presence,,added,historical_registry,New event entered the live dataset
2026-08-24,event,added,I Am Groot season 1,presence,,added,historical_registry,New event entered the live dataset
2026-08-24,event,added,Cars on the Road,presence,,added,historical_registry,New event entered the live dataset
2026-08-24,event,added,Strange World,presence,,added,historical_registry,New event entered the live dataset
2026-08-24,event,added,Puss in Boots: The Last Wish,presence,,added,historical_registry,New event entered the live dataset
2026-08-24,event,added,Moon Girl and Devil Dinosaur,presence,,added,historical_registry,New event entered the live dataset
2026-08-24,event,added,Spider-Man: Across the Spider-Verse,presence,,added,historical_registry,New event entered the live dataset
2026-08-24,event,added,Elemental,presence,,added,historical_registry,New event entered the live dataset
2026-08-24,event,added,My Adventures with Superman season 1,presence,,added,historical_registry,New event entered the live dataset
2026-08-24,event,added,Harley Quinn season 4,presence,,added,historical_registry,New event entered the live dataset
2026-08-24,event,added,Teenage Mutant Ninja Turtles: Mutant Mayhem,presence,,added,historical_registry,New event entered the live dataset
2026-08-24,event,added,I Am Groot season 2,presence,,added,historical_registry,New event entered the live dataset
2026-08-24,event,added,Trolls Band Together,presence,,added,historical_registry,New event entered the live dataset
2026-08-24,event,added,Wish,presence,,added,historical_registry,New event entered the live dataset
2026-08-24,event,added,Merry Little Batman,presence,,added,historical_registry,New event entered the live dataset
2026-08-24,event,added,What If...? season 2,presence,,added,historical_registry,New event entered the live dataset
2026-08-24,event,added,Migration,presence,,added,historical_registry,New event entered the live dataset
2026-08-24,event,added,Iwájú,presence,,added,historical_registry,New event entered the live dataset
2026-08-24,event,added,Kung Fu Panda 4,presence,,added,historical_registry,New event entered the live dataset
2026-08-24,event,added,X-Men '97 season 1,presence,,added,historical_registry,New event entered the live dataset
2026-08-24,event,added,My Adventures with Superman season 2,presence,,added,historical_registry,New event entered the live dataset
2026-08-24,event,added,Inside Out 2,presence,,added,historical_registry,New event entered the live dataset
2026-08-24,event,added,Despicable Me 4,presence,,added,historical_registry,New event entered the live dataset
2026-08-24,event,added,Kite Man: Hell Yeah!,presence,,added,historical_registry,New event entered the live dataset
2026-08-24,event,added,Batman: Caped Crusader season 1,presence,,added,historical_registry,New event entered the live dataset
2026-08-24,event,added,Transformers One,presence,,added,historical_registry,New event entered the live dataset
2026-08-24,event,added,The Wild Robot,presence,,added,historical_registry,New event entered the live dataset
2026-08-24,event,added,Moana 2,presence,,added,historical_registry,New event entered the live dataset
2026-08-24,event,added,Creature Commandos season 1,presence,,added,historical_registry,New event entered the live dataset
2026-08-24,event,added,The Lord of the Rings: The War of the Rohirrim,presence,,added,historical_registry,New event entered the live dataset
2026-08-24,event,added,What If...? season 3,presence,,added,historical_registry,New event entered the live dataset
2026-08-24,event,added,Harley Quinn season 5,presence,,added,historical_registry,New event entered the live dataset
2026-08-24,event,added,Your Friendly Neighborhood Spider-Man season 1,presence,,added,historical_registry,New event entered the live dataset
2026-08-24,event,added,Dog Man,presence,,added,historical_registry,New event entered the live dataset
2026-08-24,event,added,Win or Lose,presence,,added,historical_registry,New event entered the live dataset
2026-08-24,event,added,The Day the Earth Blew Up: A Looney Tunes Movie,presence,,added,historical_registry,New event entered the live dataset
2026-08-24,event,added,Elio,presence,,added,historical_registry,New event entered the live dataset
2026-08-24,event,added,Eyes of Wakanda,presence,,added,historical_registry,New event entered the live dataset
2026-08-24,event,added,Marvel Zombies,presence,,added,historical_registry,New event entered the live dataset
2026-08-24,event,added,Gabby's Dollhouse: The Movie,presence,,added,historical_registry,New event entered the live dataset
2026-08-24,event,added,Zootopia 2,presence,,added,historical_registry,New event entered the live dataset
2026-08-24,event,added,The SpongeBob Movie: Search for SquarePants,presence,,added,historical_registry,New event entered the live dataset
2026-08-24,event,added,A Tiny Wander release window,presence,,added,announced_product_window,New event entered the live dataset
2026-08-24,event,added,Aeterna Lucis release window,presence,,added,announced_product_window,New event entered the live dataset
2026-08-24,event,added,Alzara: Radiant Echoes release window,presence,,added,announced_product_window,New event entered the live dataset
2026-08-24,event,added,Animal Use Protocol release window,presence,,added,announced_product_window,New event entered the live dataset
2026-08-24,event,added,Blind Descent release window,presence,,added,announced_product_window,New event entered the live dataset
2026-08-24,event,added,Bogdan's Cross release window,presence,,added,announced_product_window,New event entered the live dataset
2026-08-24,event,added,Bokosuka Wars II release window,presence,,added,announced_product_window,New event entered the live dataset
2026-08-24,event,added,Castaway Diary: Portal to the Unknown Isles release window,presence,,added,announced_product_window,New event entered the live dataset
2026-08-24,event,added,Castle Come release window,presence,,added,announced_product_window,New event entered the live dataset
2026-08-24,event,added,Control: Ultimate Edition release window,presence,,added,announced_product_window,New event entered the live dataset
2026-08-24,event,added,Cosmo Tales release window,presence,,added,announced_product_window,New event entered the live dataset
2026-08-24,event,added,Crystals of Irm release window,presence,,added,announced_product_window,New event entered the live dataset
2026-08-24,event,added,Destiny Code release window,presence,,added,announced_product_window,New event entered the live dataset
2026-08-24,event,added,Don't Kill Them All release window,presence,,added,announced_product_window,New event entered the live dataset
2026-08-24,event,added,DriveCrazy release window,presence,,added,announced_product_window,New event entered the live dataset
2026-08-24,event,added,EDEN.schemata(); release window,presence,,added,announced_product_window,New event entered the live dataset
2026-08-24,event,added,Endurance Motorsport Series release window,presence,,added,announced_product_window,New event entered the live dataset
2026-08-24,event,added,Fate/EXTRA Record release window,presence,,added,announced_product_window,New event entered the live dataset
2026-08-24,event,added,Final Formation release window,presence,,added,announced_product_window,New event entered the live dataset
2026-08-24,event,added,Forge of the Fae release window,presence,,added,announced_product_window,New event entered the live dataset
2026-08-24,event,added,Frostrail release window,presence,,added,announced_product_window,New event entered the live dataset
2026-08-24,event,added,Golf With Your Friends 2 release window,presence,,added,announced_product_window,New event entered the live dataset
2026-08-24,event,added,Haruka: Beyond the Stars release window,presence,,added,announced_product_window,New event entered the live dataset
2026-08-24,event,added,Hell of an Office release window,presence,,added,announced_product_window,New event entered the live dataset
2026-08-24,event,added,Hunting Simulator 3 release window,presence,,added,announced_product_window,New event entered the live dataset
2026-08-24,event,added,Infinite Alliance release window,presence,,added,announced_product_window,New event entered the live dataset
2026-08-24,event,added,Infinitesimals release window,presence,,added,announced_product_window,New event entered the live dataset
2026-08-24,event,added,Junxions release window,presence,,added,announced_product_window,New event entered the live dataset
2026-08-24,event,added,Light Odyssey release window,presence,,added,announced_product_window,New event entered the live dataset
2026-08-24,event,added,Lost Hellden release window,presence,,added,announced_product_window,New event entered the live dataset
2026-08-24,event,added,Marvel 1943: Rise of Hydra release window,presence,,added,announced_product_window,New event entered the live dataset
2026-08-24,event,added,Mononoke no Kuni release window,presence,,added,announced_product_window,New event entered the live dataset
2026-08-24,event,added,On Donuts and Holes release window,presence,,added,announced_product_window,New event entered the live dataset
2026-08-24,event,added,Paranormal Activity: Found Footage release window,presence,,added,announced_product_window,New event entered the live dataset
2026-08-24,event,added,Pararecords release window,presence,,added,announced_product_window,New event entered the live dataset
2026-08-24,event,added,Professor Layton and the New World of Steam release window,presence,,added,announced_product_window,New event entered the live dataset
2026-08-24,event,added,Prolegomena To a Hyperdimensional Interface That Will Be Able to Manifest From Three-Minute Interchanges release window,presence,,added,announced_product_window,New event entered the live dataset
2026-08-24,event,added,Recur release window,presence,,added,announced_product_window,New event entered the live dataset
2026-08-24,event,added,"Reggie, His Cousin, Two Scientists and Most Likely the End of the World release window",presence,,added,announced_product_window,New event entered the live dataset
2026-08-24,event,added,SacriFire release window,presence,,added,announced_product_window,New event entered the live dataset
2026-08-24,event,added,Scriptorium: Master of Manuscripts release window,presence,,added,announced_product_window,New event entered the live dataset
2026-08-24,event,added,Sea of Sorrow release window,presence,,added,announced_product_window,New event entered the live dataset
2026-08-24,event,added,Serial World release window,presence,,added,announced_product_window,New event entered the live dataset
2026-08-24,event,added,Shadow of the Road release window,presence,,added,announced_product_window,New event entered the live dataset
2026-08-24,event,added,Sigma Star Saga release window,presence,,added,announced_product_window,New event entered the live dataset
2026-08-24,event,added,Silent Planet release window,presence,,added,announced_product_window,New event entered the live dataset
2026-08-24,event,added,Skyblivion release window,presence,,added,announced_product_window,New event entered the live dataset
2026-08-24,event,added,Skyclimbers release window,presence,,added,announced_product_window,New event entered the live dataset
2026-08-24,event,added,Starfinder: Afterlight release window,presence,,added,announced_product_window,New event entered the live dataset
2026-08-24,event,added,Steampunk Shinobi release window,presence,,added,announced_product_window,New event entered the live dataset
2026-08-24,event,added,Sunkissed City release window,presence,,added,announced_product_window,New event entered the live dataset
2026-08-24,event,added,Tanuki: Pon's Summer release window,presence,,added,announced_product_window,New event entered the live dataset
2026-08-24,event,added,Tenet of the Spark release window,presence,,added,announced_product_window,New event entered the live dataset
2026-08-24,event,added,Ultra Mushroom release window,presence,,added,announced_product_window,New event entered the live dataset
2026-08-24,event,added,Valkyrie of Phantasm release window,presence,,added,announced_product_window,New event entered the live dataset
2026-08-24,event,added,Wolfhound release window,presence,,added,announced_product_window,New event entered the live dataset
2026-08-24,event,added,SpongeBob: Krusty Cook-Off release window,presence,,added,announced_product_window,New event entered the live dataset
2026-08-24,event,added,Tomba! Special Edition release window,presence,,added,announced_product_window,New event entered the live dataset
2026-08-24,event,added,I Am Future release window,presence,,added,announced_product_window,New event entered the live dataset
2026-08-24,event,added,The Brew Barons release window,presence,,added,announced_product_window,New event entered the live dataset
2026-08-24,event,added,Hytale release window,presence,,added,announced_product_window,New event entered the live dataset
2026-08-24,event,added,Temirana: The Lucky Princess and the Tragic Knights release window,presence,,added,announced_product_window,New event entered the live dataset
2026-08-24,event,added,Animal Crossing: New Horizons release window,presence,,added,announced_product_window,New event entered the live dataset
2026-08-24,event,added,The Legend of Heroes: Trails Beyond the Horizon release window,presence,,added,announced_product_window,New event entered the live dataset
2026-08-24,event,added,Mio: Memories in Orbit release window,presence,,added,announced_product_window,New event entered the live dataset
2026-08-24,event,added,Arknights: Endfield release window,presence,,added,announced_product_window,New event entered the live dataset
2026-08-24,event,added,"Dwarves: Glory, Death and Loot release window",presence,,added,announced_product_window,New event entered the live dataset
